timestamp,traffic_flow,adjusted_traffic_flow,adjusted_traffic_flow_normalized,hour,day_of_week,month,weather_condition_Clear,weather_condition_Fog,weather_condition_Rain,weather_condition_Snow,traffic_flow_lag_1,traffic_flow_lag_2,traffic_flow_lag_3,traffic_flow_roll_mean_4,traffic_flow_roll_std_4,traffic_flow_Clear,traffic_flow_Rain,traffic_flow_Snow,traffic_flow_Fog
2024-06-22 10:44:59.846316,51,30.599999999999998,0.0035502958579881616,10,5,6,False,False,False,True,122.49999999999999,61.599999999999994,57.0,67.925,38.86278211005143,0.0,0.0,30.599999999999998,0.0
2024-06-22 10:29:59.846316,176,123.19999999999999,0.5514792899408283,10,5,6,False,True,False,False,30.599999999999998,122.49999999999999,61.599999999999994,84.475,46.084370090809166,0.0,0.0,0.0,123.19999999999999
2024-06-22 10:14:59.846316,187,187.0,0.9289940828402365,10,5,6,True,False,False,False,123.19999999999999,30.599999999999998,122.49999999999999,115.82499999999999,64.36388091675848,187.0,0.0,0.0,0.0
2024-06-22 09:59:59.846316,129,103.2,0.43313609467455616,9,5,6,False,False,True,False,187.0,123.19999999999999,30.599999999999998,111.0,64.42007968534864,0.0,103.2,0.0,0.0
2024-06-22 09:44:59.846316,91,72.8,0.2532544378698225,9,5,6,False,False,True,False,103.2,187.0,123.19999999999999,121.55,48.30358854854023,0.0,72.8,0.0,0.0
2024-06-22 09:29:59.846316,154,154.0,0.7337278106508875,9,5,6,True,False,False,False,72.8,103.2,187.0,129.25,51.03211407208864,154.0,0.0,0.0,0.0
2024-06-22 09:14:59.846316,112,89.60000000000001,0.3526627218934911,9,5,6,False,False,True,False,154.0,72.8,103.2,104.9,35.01523477954513,0.0,89.60000000000001,0.0,0.0
2024-06-22 08:59:59.846316,59,41.3,0.06686390532544378,8,5,6,False,True,False,False,89.60000000000001,154.0,72.8,89.42500000000001,47.47759998146494,0.0,0.0,0.0,41.3
2024-06-22 08:44:59.846316,147,117.60000000000001,0.5183431952662721,8,5,6,False,False,True,False,41.3,89.60000000000001,154.0,100.625,47.53261161209919,0.0,117.60000000000001,0.0,0.0
2024-06-22 08:29:59.846316,107,74.89999999999999,0.265680473372781,8,5,6,False,True,False,False,117.60000000000001,41.3,89.60000000000001,80.85,31.7633436527076,0.0,0.0,0.0,74.89999999999999
2024-06-22 08:14:59.846316,168,134.4,0.6177514792899408,8,5,6,False,False,True,False,74.89999999999999,117.60000000000001,41.3,92.05,42.095169952541276,0.0,134.4,0.0,0.0
2024-06-22 07:59:59.846316,89,89.0,0.34911242603550297,7,5,6,True,False,False,False,134.4,74.89999999999999,117.60000000000001,103.975,26.96248937567401,89.0,0.0,0.0,0.0
2024-06-22 07:44:59.846316,188,188.0,0.9349112426035502,7,5,6,True,False,False,False,89.0,134.4,74.89999999999999,121.575,51.04392716082885,188.0,0.0,0.0,0.0
2024-06-22 07:29:59.846316,50,35.0,0.02958579881656806,7,5,6,False,True,False,False,188.0,89.0,134.4,111.6,65.15397148294186,0.0,0.0,0.0,35.0
2024-06-22 07:14:59.846316,146,116.80000000000001,0.5136094674556213,7,5,6,False,False,True,False,35.0,188.0,89.0,107.2,63.678567823091,0.0,116.80000000000001,0.0,0.0
2024-06-22 06:59:59.846316,57,45.6,0.09230769230769234,6,5,6,False,False,True,False,116.80000000000001,35.0,188.0,96.35000000000001,71.08049427702841,0.0,45.6,0.0,0.0
2024-06-22 06:44:59.846316,70,56.0,0.15384615384615383,6,5,6,False,False,True,False,45.6,116.80000000000001,35.0,63.35,36.65019326915844,0.0,56.0,0.0,0.0
2024-06-22 06:29:59.846316,161,96.6,0.39408284023668627,6,5,6,False,False,False,True,56.0,45.6,116.80000000000001,78.75,33.58030176556886,0.0,0.0,96.6,0.0
2024-06-22 06:14:59.846316,135,81.0,0.30177514792899407,6,5,6,False,False,False,True,96.6,56.0,45.6,69.8,23.236178687555316,0.0,0.0,81.0,0.0
2024-06-22 05:59:59.846316,136,108.80000000000001,0.4662721893491124,5,5,6,False,False,True,False,81.0,96.6,56.0,85.6,22.778352296277568,0.0,108.80000000000001,0.0,0.0
2024-06-22 05:44:59.846316,164,164.0,0.7928994082840236,5,5,6,True,False,False,False,108.80000000000001,81.0,96.6,112.6,36.1061398287512,164.0,0.0,0.0,0.0
2024-06-22 05:29:59.846316,131,91.69999999999999,0.36508875739644964,5,5,6,False,True,False,False,164.0,108.80000000000001,81.0,111.375,36.9042341744142,0.0,0.0,0.0,91.69999999999999
2024-06-22 05:14:59.846316,109,76.3,0.2739644970414201,5,5,6,False,True,False,False,91.69999999999999,164.0,108.80000000000001,110.19999999999999,38.24421524884516,0.0,0.0,0.0,76.3
2024-06-22 04:59:59.846316,152,91.2,0.36213017751479293,4,5,6,False,False,False,True,76.3,91.69999999999999,164.0,105.80000000000001,39.452334109234485,0.0,0.0,91.2,0.0
2024-06-22 04:44:59.846316,152,121.60000000000001,0.5420118343195266,4,5,6,False,False,True,False,91.2,76.3,91.69999999999999,95.2,18.994911599338035,0.0,121.60000000000001,0.0,0.0
2024-06-22 04:29:59.846316,72,72.0,0.24852071005917162,4,5,6,True,False,False,False,121.60000000000001,91.2,76.3,90.275,22.44539670697164,72.0,0.0,0.0,0.0
2024-06-22 04:14:59.846316,117,81.89999999999999,0.30710059171597626,4,5,6,False,True,False,False,72.0,121.60000000000001,91.2,91.67500000000001,21.43507639361241,0.0,0.0,0.0,81.89999999999999
2024-06-22 03:59:59.846316,101,70.69999999999999,0.24082840236686384,3,5,6,False,True,False,False,81.89999999999999,72.0,121.60000000000001,86.54999999999998,23.895955027298378,0.0,0.0,0.0,70.69999999999999
2024-06-22 03:44:59.846316,169,118.3,0.5224852071005917,3,5,6,False,True,False,False,70.69999999999999,81.89999999999999,72.0,85.725,22.285178183417475,0.0,0.0,0.0,118.3
2024-06-22 03:29:59.846316,93,55.8,0.1526627218934911,3,5,6,False,False,False,True,118.3,70.69999999999999,81.89999999999999,81.675,26.654627490675352,0.0,0.0,55.8,0.0
2024-06-22 03:14:59.846316,97,58.199999999999996,0.1668639053254438,3,5,6,False,False,False,True,55.8,118.3,70.69999999999999,75.75,29.109047848850466,0.0,0.0,58.199999999999996,0.0
2024-06-22 02:59:59.846316,67,67.0,0.21893491124260353,2,5,6,True,False,False,False,58.199999999999996,55.8,118.3,74.82499999999999,29.38053493953663,67.0,0.0,0.0,0.0
2024-06-22 02:44:59.846316,51,51.0,0.1242603550295858,2,5,6,True,False,False,False,67.0,58.199999999999996,55.8,57.99999999999999,6.705221845696,51.0,0.0,0.0,0.0
2024-06-22 02:29:59.846316,66,52.800000000000004,0.13491124260355034,2,5,6,False,False,True,False,51.0,67.0,58.199999999999996,57.25,7.184010022264644,0.0,52.800000000000004,0.0,0.0
2024-06-22 02:14:59.846316,64,51.2,0.12544378698224853,2,5,6,False,False,True,False,52.800000000000004,51.0,67.0,55.5,7.708869350732669,0.0,51.2,0.0,0.0
2024-06-22 01:59:59.846316,97,67.89999999999999,0.22426035502958577,1,5,6,False,True,False,False,51.2,52.800000000000004,51.0,55.725,8.156541342178404,0.0,0.0,0.0,67.89999999999999
2024-06-22 01:44:59.846316,136,136.0,0.6272189349112426,1,5,6,True,False,False,False,67.89999999999999,51.2,52.800000000000004,76.975,40.06281526137006,136.0,0.0,0.0,0.0
2024-06-22 01:29:59.846316,178,178.0,0.8757396449704142,1,5,6,True,False,False,False,136.0,67.89999999999999,51.2,108.275,59.21133759678124,178.0,0.0,0.0,0.0
2024-06-22 01:14:59.846316,169,118.3,0.5224852071005917,1,5,6,False,True,False,False,178.0,136.0,67.89999999999999,125.05,45.589801491122984,0.0,0.0,0.0,118.3
2024-06-22 00:59:59.846316,96,57.599999999999994,0.16331360946745557,0,5,6,False,False,False,True,118.3,178.0,136.0,122.475,49.97381814510474,0.0,0.0,57.599999999999994,0.0
2024-06-22 00:44:59.846316,107,64.2,0.20236686390532546,0,5,6,False,False,False,True,57.599999999999994,118.3,178.0,104.52499999999999,56.024957236336505,0.0,0.0,64.2,0.0
2024-06-22 00:29:59.846316,189,113.39999999999999,0.4934911242603549,0,5,6,False,False,False,True,64.2,57.599999999999994,118.3,88.375,31.90239019258591,0.0,0.0,113.39999999999999,0.0
2024-06-22 00:14:59.846316,144,115.2,0.5041420118343195,0,5,6,False,False,True,False,113.39999999999999,64.2,57.599999999999994,87.6,30.956744014834662,0.0,115.2,0.0,0.0
2024-06-21 23:59:59.846316,103,61.8,0.18816568047337276,23,4,6,False,False,False,True,115.2,113.39999999999999,64.2,88.65,29.643380374039694,0.0,0.0,61.8,0.0
2024-06-21 23:44:59.846316,162,113.39999999999999,0.4934911242603549,23,4,6,False,True,False,False,61.8,115.2,113.39999999999999,100.94999999999999,26.11378946074278,0.0,0.0,0.0,113.39999999999999
2024-06-21 23:29:59.846316,86,51.6,0.12781065088757396,23,4,6,False,False,False,True,113.39999999999999,61.8,115.2,85.5,33.523126345852674,0.0,0.0,51.6,0.0
2024-06-21 23:14:59.846316,114,91.2,0.36213017751479293,23,4,6,False,False,True,False,51.6,113.39999999999999,61.8,79.5,28.15315257657661,0.0,91.2,0.0,0.0
2024-06-21 22:59:59.846316,133,133.0,0.6094674556213018,22,4,6,True,False,False,False,91.2,51.6,113.39999999999999,97.3,34.925635284129065,133.0,0.0,0.0,0.0
2024-06-21 22:44:59.846316,182,145.6,0.6840236686390532,22,4,6,False,False,True,False,133.0,91.2,51.6,105.35,42.71560994921334,0.0,145.6,0.0,0.0
2024-06-21 22:29:59.846316,167,116.89999999999999,0.5142011834319525,22,4,6,False,True,False,False,145.6,133.0,91.2,121.675,23.46761953557851,0.0,0.0,0.0,116.89999999999999
2024-06-21 22:14:59.846316,71,42.6,0.07455621301775148,22,4,6,False,False,False,True,116.89999999999999,145.6,133.0,109.52499999999999,46.13685258734785,0.0,0.0,42.6,0.0
2024-06-21 21:59:59.846316,107,107.0,0.4556213017751479,21,4,6,True,False,False,False,42.6,116.89999999999999,145.6,103.025,43.48228566516101,107.0,0.0,0.0,0.0
2024-06-21 21:44:59.846316,137,82.2,0.3088757396449704,21,4,6,False,False,False,True,107.0,42.6,116.89999999999999,87.175,33.10733805870435,0.0,0.0,82.2,0.0
2024-06-21 21:29:59.846316,154,92.39999999999999,0.36923076923076914,21,4,6,False,False,False,True,82.2,107.0,42.6,81.05,27.579883973650084,0.0,0.0,92.39999999999999,0.0
2024-06-21 21:14:59.846316,148,103.6,0.43550295857988164,21,4,6,False,True,False,False,92.39999999999999,82.2,107.0,96.30000000000001,11.281252885502878,0.0,0.0,0.0,103.6
2024-06-21 20:59:59.846316,185,185.0,0.9171597633136095,20,4,6,True,False,False,False,103.6,92.39999999999999,82.2,115.80000000000001,46.95387807909658,185.0,0.0,0.0,0.0
2024-06-21 20:44:59.846316,68,40.8,0.06390532544378696,20,4,6,False,False,False,True,185.0,103.6,92.39999999999999,105.44999999999999,59.670065080127635,0.0,0.0,40.8,0.0
2024-06-21 20:29:59.846316,192,153.60000000000002,0.7313609467455622,20,4,6,False,False,True,False,40.8,185.0,103.6,120.75,62.96377265274586,0.0,153.60000000000002,0.0,0.0
2024-06-21 20:14:59.846316,130,104.0,0.4378698224852071,20,4,6,False,False,True,False,153.60000000000002,40.8,185.0,120.85,62.92776281843598,0.0,104.0,0.0,0.0
2024-06-21 19:59:59.846316,58,34.8,0.02840236686390532,19,4,6,False,False,False,True,104.0,153.60000000000002,40.8,83.3,56.359205104401575,0.0,0.0,34.8,0.0
2024-06-21 19:44:59.846316,160,160.0,0.7692307692307692,19,4,6,True,False,False,False,34.8,104.0,153.60000000000002,113.10000000000001,57.88943484494098,160.0,0.0,0.0,0.0
2024-06-21 19:29:59.846316,122,85.39999999999999,0.3278106508875739,19,4,6,False,True,False,False,160.0,34.8,104.0,96.05,51.69716304273058,0.0,0.0,0.0,85.39999999999999
2024-06-21 19:14:59.846316,90,90.0,0.3550295857988165,19,4,6,True,False,False,False,85.39999999999999,160.0,34.8,92.55,51.45285868313508,90.0,0.0,0.0,0.0
2024-06-21 18:59:59.846316,128,102.4,0.4284023668639053,18,4,6,False,False,True,False,90.0,85.39999999999999,160.0,109.45,34.45630082679607,0.0,102.4,0.0,0.0
2024-06-21 18:44:59.846316,80,64.0,0.20118343195266272,18,4,6,False,False,True,False,102.4,90.0,85.39999999999999,85.45,16.00114579230719,0.0,64.0,0.0,0.0
2024-06-21 18:29:59.846316,113,90.4,0.35739644970414197,18,4,6,False,False,True,False,64.0,102.4,90.0,86.7,16.19012044427105,0.0,90.4,0.0,0.0
2024-06-21 18:14:59.846316,141,112.80000000000001,0.48994082840236686,18,4,6,False,False,True,False,90.4,64.0,102.4,92.4,21.02950308495193,0.0,112.80000000000001,0.0,0.0
2024-06-21 17:59:59.846316,196,137.2,0.6343195266272188,17,4,6,False,True,False,False,112.80000000000001,90.4,64.0,101.1,31.256999216175586,0.0,0.0,0.0,137.2
2024-06-21 17:44:59.846316,186,186.0,0.9230769230769231,17,4,6,True,False,False,False,137.2,112.80000000000001,90.4,131.6,40.99430854805738,186.0,0.0,0.0,0.0
2024-06-21 17:29:59.846316,194,135.79999999999998,0.6260355029585798,17,4,6,False,True,False,False,186.0,137.2,112.80000000000001,142.95,30.80319247523968,0.0,0.0,0.0,135.79999999999998
2024-06-21 17:14:59.846316,139,139.0,0.6449704142011834,17,4,6,True,False,False,False,135.79999999999998,186.0,137.2,149.5,24.368558978049194,139.0,0.0,0.0,0.0
2024-06-21 16:59:59.846316,188,188.0,0.9349112426035502,16,4,6,True,False,False,False,139.0,135.79999999999998,186.0,162.2,28.677982262820723,188.0,0.0,0.0,0.0
2024-06-21 16:44:59.846316,173,173.0,0.846153846153846,16,4,6,True,False,False,False,188.0,139.0,135.79999999999998,158.95,25.659501164285984,173.0,0.0,0.0,0.0
2024-06-21 16:29:59.846316,88,70.4,0.23905325443786987,16,4,6,False,False,True,False,173.0,188.0,139.0,142.60000000000002,52.31672772641649,0.0,70.4,0.0,0.0
2024-06-21 16:14:59.846316,175,140.0,0.650887573964497,16,4,6,False,False,True,False,70.4,173.0,188.0,142.85000000000002,52.29617576840581,0.0,140.0,0.0,0.0
2024-06-21 15:59:59.846316,118,94.4,0.3810650887573964,15,4,6,False,False,True,False,140.0,70.4,173.0,119.45000000000002,45.91045632532962,0.0,94.4,0.0,0.0
2024-06-21 15:44:59.846316,71,42.6,0.07455621301775148,15,4,6,False,False,False,True,94.4,140.0,70.4,86.85000000000001,41.273841594889156,0.0,0.0,42.6,0.0
2024-06-21 15:29:59.846316,75,52.5,0.1331360946745562,15,4,6,False,True,False,False,42.6,94.4,140.0,82.375,44.49646989743497,0.0,0.0,0.0,52.5
2024-06-21 15:14:59.846316,189,113.39999999999999,0.4934911242603549,15,4,6,False,False,False,True,52.5,42.6,94.4,75.725,33.68890767003293,0.0,0.0,113.39999999999999,0.0
2024-06-21 14:59:59.846316,164,131.20000000000002,0.5988165680473373,14,4,6,False,False,True,False,113.39999999999999,52.5,42.6,84.92500000000001,43.95068258855604,0.0,131.20000000000002,0.0,0.0
2024-06-21 14:44:59.846316,97,77.60000000000001,0.2816568047337279,14,4,6,False,False,True,False,131.20000000000002,113.39999999999999,52.5,93.675,35.359993872548515,0.0,77.60000000000001,0.0,0.0
2024-06-21 14:29:59.846316,157,109.89999999999999,0.4727810650887573,14,4,6,False,True,False,False,77.60000000000001,131.20000000000002,113.39999999999999,108.025,22.324631389267466,0.0,0.0,0.0,109.89999999999999
2024-06-21 14:14:59.846316,176,140.8,0.655621301775148,14,4,6,False,False,True,False,109.89999999999999,77.60000000000001,131.20000000000002,114.875,28.004687107696785,0.0,140.8,0.0,0.0
2024-06-21 13:59:59.846316,119,83.3,0.3153846153846154,13,4,6,False,True,False,False,140.8,109.89999999999999,77.60000000000001,102.89999999999999,28.92323172353556,0.0,0.0,0.0,83.3
2024-06-21 13:44:59.846316,75,75.0,0.26627218934911245,13,4,6,True,False,False,False,83.3,140.8,109.89999999999999,102.25,29.70011223323352,75.0,0.0,0.0,0.0
2024-06-21 13:29:59.846316,122,85.39999999999999,0.3278106508875739,13,4,6,False,True,False,False,75.0,83.3,140.8,96.125,30.119913125151413,0.0,0.0,0.0,85.39999999999999
2024-06-21 13:14:59.846316,185,129.5,0.5887573964497042,13,4,6,False,True,False,False,85.39999999999999,75.0,83.3,93.3,24.547504964863574,0.0,0.0,0.0,129.5
2024-06-21 12:59:59.846316,67,40.199999999999996,0.0603550295857988,12,4,6,False,False,False,True,129.5,85.39999999999999,75.0,82.52499999999999,36.801030329779316,0.0,0.0,40.199999999999996,0.0
